1big_ru_DF07BDC7_0811T031348.xml	Генпрокуратура	0
1big_ru_DF07BDC7_0811T031348.xml	проведет	0
1big_ru_DF07BDC7_0811T031348.xml	проверку	0
1big_ru_DF07BDC7_0811T031348.xml	компании	0
1big_ru_DF07BDC7_0811T031348.xml	Microsоft	0
1big_ru_DF07BDC7_0811T031348.xml	и	0
1big_ru_DF07BDC7_0811T031348.xml	ее	0
1big_ru_DF07BDC7_0811T031348.xml	новой	0
1big_ru_DF07BDC7_0811T031348.xml	операционной	0
1big_ru_DF07BDC7_0811T031348.xml	системы	0
1big_ru_DF07BDC7_0811T031348.xml	Windows	0
1big_ru_DF07BDC7_0811T031348.xml	10	0
1big_ru_DF07BDC7_0811T031348.xml	.	0
1big_ru_DF07BDC7_0811T031348.xml	EOS	0
1big_ru_DF07BDC7_0811T031348.xml	Как	0
1big_ru_DF07BDC7_0811T031348.xml	рассказал	0
1big_ru_DF07BDC7_0811T031348.xml	главный	0
1big_ru_DF07BDC7_0811T031348.xml	юрист	0
1big_ru_DF07BDC7_0811T031348.xml	фракции	0
1big_ru_DF07BDC7_0811T031348.xml	КПРФ	0
1big_ru_DF07BDC7_0811T031348.xml	в	0
1big_ru_DF07BDC7_0811T031348.xml	Госдуме	0
1big_ru_DF07BDC7_0811T031348.xml	депутат	0
1big_ru_DF07BDC7_0811T031348.xml	Вадим	0
1big_ru_DF07BDC7_0811T031348.xml	Соловьев	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	соответствующий	1
1big_ru_DF07BDC7_0811T031348.xml	запрос	0
1big_ru_DF07BDC7_0811T031348.xml	направлен	0
1big_ru_DF07BDC7_0811T031348.xml	генеральному	0
1big_ru_DF07BDC7_0811T031348.xml	прокурору	0
1big_ru_DF07BDC7_0811T031348.xml	Юрию	0
1big_ru_DF07BDC7_0811T031348.xml	Чайке	0
1big_ru_DF07BDC7_0811T031348.xml	.	0
1big_ru_DF07BDC7_0811T031348.xml	EOS	0
1big_ru_DF07BDC7_0811T031348.xml	``	0
1big_ru_DF07BDC7_0811T031348.xml	Согласно	0
1big_ru_DF07BDC7_0811T031348.xml	пользовательскому	0
1big_ru_DF07BDC7_0811T031348.xml	соглашению	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	операционная	0
1big_ru_DF07BDC7_0811T031348.xml	система	0
1big_ru_DF07BDC7_0811T031348.xml	автоматически	0
1big_ru_DF07BDC7_0811T031348.xml	собирает	0
1big_ru_DF07BDC7_0811T031348.xml	и	0
1big_ru_DF07BDC7_0811T031348.xml	хранит	0
1big_ru_DF07BDC7_0811T031348.xml	у	0
1big_ru_DF07BDC7_0811T031348.xml	себя	0
1big_ru_DF07BDC7_0811T031348.xml	историю	0
1big_ru_DF07BDC7_0811T031348.xml	посещенных	0
1big_ru_DF07BDC7_0811T031348.xml	пользователем	0
1big_ru_DF07BDC7_0811T031348.xml	web-страниц	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	пароли	0
1big_ru_DF07BDC7_0811T031348.xml	к	0
1big_ru_DF07BDC7_0811T031348.xml	сайтам	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	названия	0
1big_ru_DF07BDC7_0811T031348.xml	точек	0
1big_ru_DF07BDC7_0811T031348.xml	доступа	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	к	0
1big_ru_DF07BDC7_0811T031348.xml	которым	0
1big_ru_DF07BDC7_0811T031348.xml	подключался	0
1big_ru_DF07BDC7_0811T031348.xml	пользователь	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	и	0
1big_ru_DF07BDC7_0811T031348.xml	пароли	0
1big_ru_DF07BDC7_0811T031348.xml	к	0
1big_ru_DF07BDC7_0811T031348.xml	ним	2
1big_ru_DF07BDC7_0811T031348.xml	.	0
1big_ru_DF07BDC7_0811T031348.xml	EOS	0
1big_ru_DF07BDC7_0811T031348.xml	Кроме	0
1big_ru_DF07BDC7_0811T031348.xml	того	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	система	0
1big_ru_DF07BDC7_0811T031348.xml	сохраняет	0
1big_ru_DF07BDC7_0811T031348.xml	на	0
1big_ru_DF07BDC7_0811T031348.xml	серверах	0
1big_ru_DF07BDC7_0811T031348.xml	компании	0
1big_ru_DF07BDC7_0811T031348.xml	координаты	0
1big_ru_DF07BDC7_0811T031348.xml	пользователя	0
1big_ru_DF07BDC7_0811T031348.xml	;	0
1big_ru_DF07BDC7_0811T031348.xml	фрагменты	0
1big_ru_DF07BDC7_0811T031348.xml	почтовой	0
1big_ru_DF07BDC7_0811T031348.xml	переписки	0
1big_ru_DF07BDC7_0811T031348.xml	и	0
1big_ru_DF07BDC7_0811T031348.xml	SMS	0
1big_ru_DF07BDC7_0811T031348.xml	;	0
1big_ru_DF07BDC7_0811T031348.xml	данные	0
1big_ru_DF07BDC7_0811T031348.xml	о	0
1big_ru_DF07BDC7_0811T031348.xml	совершенных	0
1big_ru_DF07BDC7_0811T031348.xml	звонках	0
1big_ru_DF07BDC7_0811T031348.xml	,	0
1big_ru_DF07BDC7_0811T031348.xml	данные	0
1big_ru_DF07BDC7_0811T031348.xml	из	0
1big_ru_DF07BDC7_0811T031348.xml	адресной	0
1big_ru_DF07BDC7_0811T031348.xml	книги	0
1big_ru_DF07BDC7_0811T031348.xml	и	0
1big_ru_DF07BDC7_0811T031348.xml	другие	0
1big_ru_DF07BDC7_0811T031348.xml	персональные	0
1big_ru_DF07BDC7_0811T031348.xml	данные	0
1big_ru_DF07BDC7_0811T031348.xml	клиента	0
