filename    token   category    next_token_is_end_of_para	next_token_is_end_of_text	begins_with_a_capital_letter	pos_-1	pos_-2	pos_-3	My_POS	pos_1	pos_2	pos_3	tokens_to_nearest_left_"	tokens_to_nearest_right_"	speech_word_in_(-5;5)_vicinity	speech_punctuation_in_(-5;5)_vicinity
some_file.xml	token1	1	0	1	1	N	A	N	A	N	R	P	16	17	1	0
some_file.xml	token2	1	0	0	1	R	D	A	V	R	A	P	15	24	0	1
some_file.xml	token3	1	1	0	0	R	D	A	D	V	R	V	15	1	0	0
some_file.xml	token4	2	0	1	1	R	N	A	N	A	A	D	2	10	0	1
some_file.xml	token5	1	0	1	0	P	N	D	P	A	D	R	10	22	1	1
some_file.xml	token6	2	0	1	0	R	R	N	D	N	P	D	1	7	0	1
some_file.xml	token7	2	1	1	0	P	R	A	P	V	R	A	24	13	1	1
some_file.xml	token8	1	0	1	0	D	N	P	V	P	D	P	24	27	0	1
some_file.xml	token9	0	1	1	1	N	P	P	N	A	R	N	6	8	1	0
some_file.xml	token10	0	1	1	1	D	D	N	V	V	N	P	3	11	1	0
some_file.xml	token11	0	0	1	1	D	R	V	R	R	N	P	27	13	1	1
some_file.xml	token12	1	0	1	0	A	A	R	D	A	P	V	4	5	1	1
some_file.xml	token13	2	1	0	1	P	N	P	A	A	R	R	2	14	1	0
some_file.xml	token14	2	1	1	1	A	A	P	A	V	R	A	12	7	1	0
some_file.xml	token15	1	1	0	1	D	D	V	A	V	N	P	16	23	0	1
some_file.xml	token16	1	0	1	1	N	N	N	R	A	N	D	12	20	1	1
some_file.xml	token17	1	1	0	1	N	R	R	R	A	A	V	27	25	1	0
some_file.xml	token18	2	0	1	0	A	D	A	P	P	N	R	5	7	0	1
some_file.xml	token19	2	0	1	0	P	D	D	V	N	V	D	5	15	1	0
some_file.xml	token20	1	1	0	0	D	V	P	D	R	D	N	14	24	0	1
some_file.xml	token21	2	1	0	0	P	N	V	V	D	N	N	20	6	1	0
some_file.xml	token22	0	0	0	1	P	N	V	D	V	P	V	16	17	1	0
some_file.xml	token23	0	0	1	0	A	A	V	N	N	A	A	8	25	0	0
some_file.xml	token24	0	1	0	0	R	N	P	N	A	R	R	13	10	1	1
some_file.xml	token25	0	1	0	1	V	A	N	V	V	V	V	12	4	0	0
some_file.xml	token26	2	1	0	0	R	N	P	V	N	R	R	22	11	0	1
some_file.xml	token27	0	1	0	0	P	P	D	V	R	R	A	7	3	1	0
some_file.xml	token28	2	0	0	1	N	P	P	V	P	V	P	4	6	1	1
some_file.xml	token29	0	1	0	0	V	V	N	A	R	P	A	2	3	1	0
some_file.xml	token30	1	1	0	0	D	A	V	D	N	P	D	10	14	1	0
some_file.xml	token31	0	0	1	0	V	V	V	P	N	R	P	10	16	1	1
some_file.xml	token32	2	1	0	1	R	N	D	V	N	D	A	6	6	1	0
some_file.xml	token33	0	0	0	0	R	V	R	D	V	V	A	25	16	0	0
some_file.xml	token34	1	0	1	0	R	R	P	A	A	D	R	10	4	0	0
some_file.xml	token35	1	1	1	0	R	R	N	V	N	R	V	23	16	1	1
some_file.xml	token36	2	0	1	1	D	R	D	N	A	A	A	19	15	1	1
some_file.xml	token37	0	0	1	0	N	N	D	P	P	V	V	16	24	1	1
some_file.xml	token38	0	1	0	1	R	P	A	V	P	R	A	23	25	0	0
some_file.xml	token39	0	0	1	1	R	N	R	V	R	A	N	11	5	0	0
some_file.xml	token40	2	1	1	0	D	R	A	V	P	A	P	24	8	0	1
some_file.xml	token41	0	1	1	1	N	A	N	N	N	V	V	20	20	0	0
some_file.xml	token42	0	1	0	0	A	N	V	P	V	N	A	2	8	0	1
some_file.xml	token43	2	0	0	0	V	V	N	P	A	V	N	14	14	1	1
some_file.xml	token44	0	1	0	1	V	R	D	N	R	P	P	20	19	0	1
some_file.xml	token45	1	1	0	0	A	D	A	A	P	D	D	15	7	0	0
some_file.xml	token46	0	1	1	0	D	N	A	N	N	D	P	12	7	0	0
some_file.xml	token47	1	1	0	0	P	A	R	V	A	D	D	12	11	1	0
some_file.xml	token48	1	0	1	0	P	V	V	V	P	R	D	5	15	0	0
some_file.xml	token49	0	1	1	0	A	V	P	N	R	R	R	6	21	1	1
some_file.xml	token50	1	0	1	1	N	D	R	R	N	V	V	2	14	0	1
some_file.xml	token51	2	1	0	0	P	A	A	D	P	D	R	17	6	0	1
some_file.xml	token52	1	1	1	0	R	N	R	N	P	A	P	17	20	1	1
some_file.xml	token53	1	0	0	0	A	D	A	A	A	R	P	7	22	1	0
some_file.xml	token54	2	0	0	1	A	V	A	A	A	A	R	7	11	0	1
some_file.xml	token55	1	1	0	0	R	A	R	A	P	V	V	15	27	0	1
some_file.xml	token56	1	1	0	0	V	V	N	V	A	N	P	17	11	0	1
some_file.xml	token57	1	1	0	1	D	D	R	P	R	V	V	22	27	0	1
some_file.xml	token58	1	0	1	0	V	D	R	N	R	A	D	10	4	0	1
some_file.xml	token59	1	1	0	1	P	P	R	P	V	P	V	14	5	0	1
some_file.xml	token60	1	1	1	0	P	P	P	N	A	A	V	23	24	1	0
some_file.xml	token61	2	0	0	1	D	N	N	D	D	R	V	22	26	0	1
some_file.xml	token62	0	1	1	0	D	A	R	D	P	V	N	24	9	0	1
some_file.xml	token63	2	0	1	1	N	R	P	V	R	N	N	27	15	0	0
some_file.xml	token64	1	0	1	0	N	N	R	R	D	A	R	10	22	1	0
some_file.xml	token65	0	1	1	1	P	R	V	V	D	V	A	18	19	1	0
some_file.xml	token66	2	1	1	0	N	V	R	V	A	P	P	26	19	0	0
some_file.xml	token67	2	1	0	0	D	R	P	V	A	D	D	11	23	0	1
some_file.xml	token68	0	1	1	1	N	A	R	A	V	D	V	6	13	1	1
some_file.xml	token69	1	1	0	1	A	A	N	D	V	P	A	11	0	0	0
some_file.xml	token70	2	0	1	0	A	D	R	R	A	P	D	20	19	1	1
some_file.xml	token71	1	0	0	1	P	A	N	D	D	D	R	9	23	1	0
some_file.xml	token72	1	1	1	1	D	N	V	P	D	N	A	20	20	1	0
some_file.xml	token73	0	1	1	0	P	P	R	R	A	N	R	1	13	0	1
some_file.xml	token74	1	1	1	0	P	V	V	P	D	A	A	17	9	1	0
some_file.xml	token75	1	1	0	0	V	D	N	R	A	P	V	13	17	1	0
some_file.xml	token76	1	1	0	0	P	P	D	D	D	V	A	27	17	1	1
some_file.xml	token77	0	0	0	1	V	N	D	P	P	R	V	1	15	1	0
some_file.xml	token78	2	1	0	0	P	A	R	D	R	R	V	0	16	1	1
some_file.xml	token79	1	0	0	1	A	N	D	A	N	D	R	22	13	0	0
some_file.xml	token80	0	1	0	0	A	D	N	R	R	A	P	19	14	0	1
some_file.xml	token81	1	0	1	1	N	D	D	R	R	N	D	9	13	1	1
some_file.xml	token82	0	0	1	1	R	V	D	N	R	D	V	12	22	1	0
some_file.xml	token83	2	0	0	1	N	D	D	A	A	N	R	0	8	1	1
some_file.xml	token84	2	1	1	1	N	P	V	R	D	A	P	5	25	1	0
some_file.xml	token85	2	1	0	0	A	V	A	R	N	D	N	2	21	1	1
some_file.xml	token86	1	0	1	1	V	R	P	P	R	P	V	9	27	0	0
some_file.xml	token87	2	1	1	0	R	N	A	D	P	A	P	25	26	1	0
some_file.xml	token88	0	1	0	1	A	R	R	R	D	R	R	25	9	0	1
some_file.xml	token89	0	1	0	0	D	P	V	N	V	V	P	11	23	1	0
some_file.xml	token90	1	0	1	0	D	V	V	D	R	N	V	21	4	1	0
some_file.xml	token91	0	0	0	0	N	A	P	N	V	A	R	0	26	0	0
some_file.xml	token92	0	1	0	1	V	D	P	N	P	V	D	0	25	1	0
some_file.xml	token93	1	0	0	0	R	V	D	P	A	V	V	8	2	0	1
some_file.xml	token94	0	1	0	0	V	D	V	V	A	N	V	21	25	1	1
some_file.xml	token95	2	1	1	1	V	P	N	A	D	D	R	3	3	1	1
some_file.xml	token96	1	1	1	1	R	D	A	A	N	D	N	3	11	1	0
some_file.xml	token97	0	0	0	0	N	D	A	D	V	N	A	18	6	1	1
some_file.xml	token98	0	0	1	0	D	A	D	P	A	A	R	12	17	0	1
some_file.xml	token99	2	1	1	1	R	D	A	A	N	N	D	22	15	1	0
some_file.xml	token100	1	0	0	1	R	N	D	A	N	A	D	23	4	1	1
some_file.xml	token101	0	0	0	0	A	R	V	R	P	N	P	14	4	1	0
some_file.xml	token102	2	1	1	0	N	V	A	R	P	V	V	12	20	1	0
some_file.xml	token103	1	0	0	0	A	N	D	A	V	D	A	19	5	0	1
some_file.xml	token104	0	1	0	1	P	D	P	N	N	D	D	0	25	1	0
some_file.xml	token105	2	1	0	1	R	P	A	P	A	P	D	5	2	0	0
some_file.xml	token106	1	1	0	1	R	A	A	N	N	R	P	14	25	1	1
some_file.xml	token107	1	1	0	1	D	P	D	V	V	P	A	13	13	0	1
some_file.xml	token108	2	1	1	0	A	N	R	P	P	V	D	20	15	1	1
some_file.xml	token109	1	1	1	0	A	A	R	P	A	R	D	4	15	0	0
some_file.xml	token110	2	0	0	1	N	D	N	A	N	P	D	25	13	1	0
some_file.xml	token111	0	1	1	1	R	N	V	D	P	D	D	21	27	1	0
some_file.xml	token112	1	1	0	1	D	V	N	N	P	R	A	19	3	1	1
some_file.xml	token113	2	1	0	1	V	A	D	N	N	R	V	16	22	0	1
some_file.xml	token114	1	0	1	0	D	N	D	V	A	A	N	5	0	0	1
some_file.xml	token115	1	1	1	0	A	V	A	A	V	N	V	11	13	1	1
some_file.xml	token116	2	1	0	1	V	V	D	P	A	P	A	22	1	0	0
some_file.xml	token117	0	1	1	0	N	P	P	D	R	P	D	5	21	1	0
some_file.xml	token118	2	0	0	1	R	P	N	D	N	P	P	1	12	0	1
some_file.xml	token119	2	0	0	1	V	P	N	D	D	V	P	23	26	0	0
some_file.xml	token120	1	0	0	1	P	N	N	V	N	A	A	16	10	0	1
some_file.xml	token121	1	0	0	1	P	V	P	D	D	R	R	10	13	1	0
some_file.xml	token122	0	0	1	1	D	N	D	N	P	N	A	26	3	0	1
some_file.xml	token123	0	1	1	1	P	A	A	V	N	P	R	10	5	0	1
some_file.xml	token124	2	1	0	0	A	V	N	A	A	N	A	24	23	0	1
some_file.xml	token125	0	0	0	1	A	A	P	V	D	N	V	20	10	0	0
some_file.xml	token126	2	0	1	1	V	P	A	V	N	D	P	15	2	1	1
some_file.xml	token127	0	1	1	0	R	D	D	V	N	R	R	2	27	1	0
some_file.xml	token128	0	0	0	0	A	N	V	D	A	N	R	12	27	1	1
some_file.xml	token129	2	0	0	1	P	A	R	P	N	N	P	18	5	0	1
some_file.xml	token130	2	0	1	0	R	P	P	A	A	N	R	13	16	1	0
some_file.xml	token131	2	0	1	1	D	R	N	N	P	A	D	6	16	0	1
some_file.xml	token132	2	0	1	1	V	D	P	P	A	V	A	27	23	1	1
some_file.xml	token133	2	0	1	1	N	P	N	R	N	N	D	22	12	0	0
some_file.xml	token134	0	1	1	1	N	P	D	R	V	V	A	11	17	0	1
some_file.xml	token135	1	0	0	1	V	D	N	V	V	A	R	21	14	1	1
some_file.xml	token136	1	0	0	1	A	R	V	D	A	R	R	13	27	1	0
some_file.xml	token137	0	0	0	1	P	V	R	N	V	P	N	15	23	0	1
some_file.xml	token138	1	1	1	0	D	A	D	N	P	N	D	3	1	0	1
some_file.xml	token139	2	0	1	0	R	N	P	A	A	N	R	4	24	0	0
some_file.xml	token140	0	0	1	0	N	D	N	R	P	D	P	3	24	0	0
some_file.xml	token141	1	0	0	0	P	D	N	N	R	N	D	27	6	1	0
some_file.xml	token142	2	1	0	0	D	P	A	A	P	D	R	21	2	0	0
some_file.xml	token143	2	0	0	0	A	N	D	P	P	D	D	26	26	0	1
some_file.xml	token144	2	1	0	1	D	D	N	D	R	R	A	13	3	0	0
some_file.xml	token145	2	0	1	1	V	V	V	D	V	D	N	11	11	1	1
some_file.xml	token146	0	1	1	0	R	A	V	R	A	D	R	1	17	1	0
some_file.xml	token147	2	0	1	0	A	D	P	P	P	P	D	0	9	1	0
some_file.xml	token148	1	1	0	0	A	V	A	R	P	R	A	7	24	1	0
some_file.xml	token149	0	0	1	0	V	N	A	P	D	P	A	13	0	1	1
some_file.xml	token150	0	0	0	1	R	N	A	R	P	A	R	21	23	1	1
some_file.xml	token151	2	0	0	1	P	N	A	N	R	A	V	9	0	1	1
some_file.xml	token152	2	0	1	0	V	D	R	D	A	N	V	10	8	1	1
some_file.xml	token153	2	0	1	1	P	N	R	D	R	R	R	2	8	0	1
some_file.xml	token154	0	0	1	1	A	R	N	P	A	D	N	24	6	1	0
some_file.xml	token155	2	0	1	1	V	R	R	V	V	N	A	11	9	0	1
some_file.xml	token156	2	0	0	0	P	R	D	R	A	V	P	27	18	1	0
some_file.xml	token157	0	0	0	0	P	V	R	V	R	D	A	21	17	1	0
some_file.xml	token158	2	0	0	1	A	V	N	A	D	A	A	24	14	1	0
some_file.xml	token159	0	1	1	1	P	D	V	N	V	N	V	9	23	0	1
some_file.xml	token160	0	1	0	0	V	N	P	N	D	A	D	2	24	0	0
some_file.xml	token161	1	1	0	1	A	A	A	V	R	N	R	13	6	1	1
some_file.xml	token162	0	1	1	1	V	P	P	D	A	A	A	5	1	0	0
some_file.xml	token163	2	1	1	1	A	D	P	P	P	V	P	8	15	0	0
some_file.xml	token164	2	1	0	1	V	D	P	P	R	V	V	18	26	1	0
some_file.xml	token165	0	1	0	1	A	R	N	V	R	R	V	19	10	0	0
some_file.xml	token166	2	1	0	1	V	V	D	P	P	P	P	9	23	0	1
some_file.xml	token167	2	0	0	1	D	R	V	V	D	V	A	27	11	0	0
some_file.xml	token168	2	1	1	0	A	V	R	V	A	P	N	24	9	1	0
some_file.xml	token169	0	1	1	0	V	V	V	P	R	D	R	8	19	1	0
some_file.xml	token170	1	0	0	1	R	P	P	R	N	N	D	4	4	1	0
some_file.xml	token171	2	1	0	0	A	V	V	D	R	D	N	2	0	0	1
some_file.xml	token172	0	1	1	1	A	V	A	A	P	N	D	7	18	0	0
some_file.xml	token173	1	1	0	0	N	N	V	A	R	N	D	17	10	1	1
some_file.xml	token174	0	1	0	0	N	D	A	D	P	P	V	16	2	1	0
some_file.xml	token175	2	1	1	0	P	P	P	R	P	D	D	21	14	1	0
some_file.xml	token176	1	1	1	1	P	A	P	V	A	P	A	24	18	0	0
some_file.xml	token177	0	1	0	0	A	A	V	A	V	A	N	13	23	0	1
some_file.xml	token178	1	0	1	1	P	D	A	D	D	N	D	1	8	1	0
some_file.xml	token179	2	1	0	0	A	R	R	P	N	N	V	22	20	0	1
some_file.xml	token180	0	0	1	0	V	R	N	D	P	N	R	14	20	1	1
some_file.xml	token181	2	0	0	0	N	D	R	D	D	D	V	0	2	0	1
some_file.xml	token182	2	0	1	0	R	P	P	V	V	V	A	20	25	0	1
some_file.xml	token183	2	0	0	1	D	D	V	V	N	D	A	15	19	0	0
some_file.xml	token184	0	1	0	0	P	V	A	R	P	D	A	2	19	1	0
some_file.xml	token185	0	1	0	0	P	R	R	V	A	R	R	25	9	0	0
some_file.xml	token186	2	0	0	1	V	D	N	V	N	D	D	18	19	0	0
some_file.xml	token187	0	1	1	1	V	V	R	V	P	R	P	23	26	0	0
some_file.xml	token188	0	1	1	1	N	N	V	D	D	A	P	23	15	1	1
some_file.xml	token189	2	0	1	1	V	P	R	N	P	D	V	10	15	1	0
some_file.xml	token190	1	1	1	1	P	A	N	D	P	P	R	0	23	1	0
some_file.xml	token191	0	1	0	0	P	P	D	N	V	P	D	7	20	1	0
some_file.xml	token192	0	1	0	0	A	N	N	N	V	R	A	10	24	1	1
some_file.xml	token193	1	1	1	1	V	R	A	D	A	N	P	17	23	1	1
some_file.xml	token194	0	0	1	1	N	P	D	D	N	V	A	10	11	1	1
some_file.xml	token195	0	0	0	1	P	A	V	A	D	D	D	16	12	0	1
some_file.xml	token196	1	1	1	0	D	P	N	A	D	A	R	13	14	0	0
some_file.xml	token197	0	1	1	0	D	D	P	R	N	N	N	26	14	1	1
some_file.xml	token198	2	1	0	1	A	P	D	V	N	P	D	16	5	1	0
some_file.xml	token199	0	0	0	1	A	V	N	A	V	N	V	2	9	0	1
some_file.xml	token200	2	0	0	1	P	A	A	A	A	P	P	22	12	0	1
some_file.xml	token201	2	0	1	1	N	N	V	D	V	A	N	11	2	1	0
some_file.xml	token202	0	1	1	0	V	D	P	D	A	N	V	8	21	1	0
some_file.xml	token203	2	0	1	0	R	V	R	D	A	N	V	22	9	1	1
some_file.xml	token204	2	1	1	1	N	V	V	P	V	D	P	18	27	0	1
some_file.xml	token205	0	0	1	0	A	R	R	N	A	D	D	0	24	1	0
some_file.xml	token206	1	0	0	0	D	N	N	A	N	V	A	15	27	0	1
some_file.xml	token207	0	1	1	1	N	A	P	R	P	P	D	1	12	1	0
some_file.xml	token208	1	1	0	0	R	A	R	P	N	R	R	1	25	1	1
some_file.xml	token209	0	1	0	1	D	V	A	P	D	D	A	9	7	1	0
some_file.xml	token210	1	1	1	1	P	N	D	N	N	R	R	0	10	0	0
some_file.xml	token211	0	0	1	0	P	D	D	N	N	D	R	5	23	0	1
some_file.xml	token212	0	1	0	0	V	A	D	N	P	P	N	8	16	1	1
